trees,depth,min_samples_split,min_samples_leaf,variables,samples,mae_gen_0,mae_gen_1,mae_gen_2,mae_gen_3,mae_gen_4,mae_gen_5,mae_gen_6,mae_gen_7,mae_gen_8,mae_gen_9,final_mae,time
10,50,6,2,0.6,1,272.2,88.904,48.367,68.916,58.29,33.984,34.99,36.688,32.528,45.355,72.0222,0.0110065269470215
10,None,6,2,0.6,1,271.481,86.668,47.174,63.345,55.274,33.223,34.666,37.804,34.084,45.629,70.9348,0.011274266242981
30,10,6,2,0.6,1,276.737,85.796,46.151,67.233,52.978,31.677,34.173,34.491,32.352,42.579,70.4167,0.0277977085113525
30,30,6,2,0.6,1,277.148,87.023,46.264,63.679,55.661,31.487,33.956,34.673,31.246,42.274,70.3411,0.0281156754493713
30,50,6,2,0.6,1,273.345,84.938,46.63,63.514,54.943,31.64,33.637,34.678,31.638,40.627,69.559,0.0281503796577454
30,None,6,2,0.6,1,275.566,86.223,46.3,64.514,54.967,31.582,33.378,34.708,33.217,41.338,70.1793,0.027889506816864
50,10,6,2,0.6,1,275.191,85.612,45.608,64.391,54.279,30.966,33.311,34.615,31.86,41.882,69.7715,0.044876720905304
50,30,6,2,0.6,1,274.955,85.63,45.725,64.687,53.505,31.269,33.407,34.433,31.929,41.93,69.747,0.0447412991523743
50,50,6,2,0.6,1,274.862,85.306,46.211,64.108,53.832,31.076,33.389,33.901,32.049,41.584,69.6318,0.0447168874740601
50,None,6,2,0.6,1,276.744,85.861,45.705,64.946,55.688,31.097,32.773,34.467,31.579,42.032,70.0892,0.0450788593292236
100,10,6,2,0.6,1,276.752,85.709,45.713,64.05,53.58,30.898,33.084,33.987,31.397,40.712,69.5882,0.0869053840637207
100,30,6,2,0.6,1,275.332,85.93,45.394,64.088,54.581,31.331,33.122,34.115,31.307,41.345,69.6545,0.0873798489570618
100,50,6,2,0.6,1,274.1,85.999,45.525,63.637,54.313,30.703,33.44,33.89,31.144,41.278,69.4029,0.0878335642814636
100,None,6,2,0.6,1,274.309,85.635,45.784,64.684,55.028,31.011,33.216,33.76,31.57,41.079,69.6076,0.088202497959137
10,10,8,2,0.6,1,271.495,88.943,48.691,67.34,59.74,33.294,35.262,38.114,34.486,46.115,72.348,0.0114129614830017
10,30,8,2,0.6,1,282.326,89.395,48.632,66.067,57.527,33.904,36.003,39.038,34.407,46.845,73.4144,0.0112284970283508
10,50,8,2,0.6,1,270.82,90.238,48.261,69.453,54.429,33.936,35.961,36.849,34.53,44.622,71.9099,0.0111592555046082
10,None,8,2,0.6,1,275.28,90.395,49.388,69.931,57.464,34.129,36.213,36.454,34.65,45.663,72.9567,0.0114446663856506
30,10,8,2,0.6,1,274.653,88.696,47.372,65.572,56.082,32.122,34.676,36.275,33.237,42.353,71.1038,0.0257422280311584
30,30,8,2,0.6,1,275.956,89.067,47.263,66.697,57.519,31.539,34.671,35.711,32.912,42.639,71.3974,0.025800416469574
30,50,8,2,0.6,1,277.493,88.553,47.015,65.196,55.293,31.836,35.192,35.452,32.698,43.272,71.2,0.0258233499526978
30,None,8,2,0.6,1,278.406,88.648,47.542,66.294,53.774,32.068,34.416,36.072,32.718,41.813,71.1751,0.0255708789825439
50,10,8,2,0.6,1,276.518,88.134,47.309,66.597,56.39,31.415,34.421,35.443,32.488,42.389,71.1104,0.0414746332168579
50,30,8,2,0.6,1,276.485,87.586,47.329,65.642,56.162,31.414,34.429,35.006,31.906,41.78,70.7739,0.0431327080726624
50,50,8,2,0.6,1,277.94,88.163,47.129,66.762,56.035,31.322,34.056,35.652,32.382,43.095,71.2536,0.0429447507858276
50,None,8,2,0.6,1,274.607,88.139,46.774,64.594,55.79,31.076,34.127,35.085,32.746,42.909,70.5847,0.043262140750885
100,10,8,2,0.6,1,274.369,88.442,46.876,65.475,56.196,31.342,33.848,34.548,31.991,42.818,70.5905,0.0829020857810974
100,30,8,2,0.6,1,275.446,87.393,46.719,64.953,55.979,31.073,33.615,34.916,32.078,42.617,70.4789,0.082908718585968
100,50,8,2,0.6,1,276.591,88.378,46.944,64.727,55.421,31.024,34.017,34.882,31.931,42.129,70.6044,0.0830794072151184
100,None,8,2,0.6,1,276.167,88.331,46.935,64.112,55.576,31.168,33.933,35.148,32.198,42.92,70.6488,0.0833476662635803
10,10,2,4,0.6,1,273.367,92.998,50.478,73.61,59.152,35.339,38.379,39.193,35.842,46.254,74.4612,0.0107519435882568
10,30,2,4,0.6,1,271.625,93.936,51.175,71.701,62.908,34.769,38.392,39.126,35.911,48.383,74.7926,0.0107036900520325
10,50,2,4,0.6,1,277.716,95.48,49.693,71.173,59.005,33.655,38.673,39.595,35.355,47.616,74.7961,0.0109714293479919
10,None,2,4,0.6,1,274.582,94.942,51.025,72.448,57.402,34.235,38.741,40.43,34.157,49.184,74.7146,0.0107519316673279
30,10,2,4,0.6,1,274.112,92.847,49.8,70.301,57.973,32.972,37.147,37.05,33.727,45.811,73.174,0.0268712067604065
30,30,2,4,0.6,1,275.624,92.972,49.374,72.117,57.971,33.905,37.028,36.987,33.049,45.481,73.4508,0.0266576099395752
30,50,2,4,0.6,1,277.549,93.136,49.585,72.039,56.665,33.607,37.016,36.985,34.097,46.038,73.6717,0.0268535566329956
30,None,2,4,0.6,1,276.001,92.482,49.545,71.425,58.221,33.138,36.619,36.827,33.942,45.207,73.3407,0.0269918727874756
50,10,2,4,0.6,1,275.886,93.57,49.266,71.598,56.805,32.744,36.582,36.461,32.894,44.963,73.0769,0.0427060699462891
50,30,2,4,0.6,1,279.665,92.317,49.456,70.431,55.369,33.387,36.888,36.539,34.25,44.534,73.2836,0.042883574962616
50,50,2,4,0.6,1,275.25,93.017,49.264,69.654,57.672,33.046,36.636,36.258,33.064,44.473,72.8334,0.0429102110862732
50,None,2,4,0.6,1,278.333,92.951,49.183,70.425,57.306,33.153,37.649,36.324,33.838,44.358,73.352,0.0428378987312317
100,10,2,4,0.6,1,276.501,92.086,49.091,71.283,56.771,32.237,36.701,36.658,33.509,45.098,72.9935,0.0826756858825684
100,30,2,4,0.6,1,275.715,93.198,48.96,70.677,57.908,32.725,36.556,36.293,33.066,43.982,72.908,0.082456796169281
100,50,2,4,0.6,1,274.192,93.341,48.968,70.945,58.542,32.073,36.102,36.636,33.324,43.829,72.7952,0.0824778342247009
100,None,2,4,0.6,1,277.318,92.401,48.989,71.4,58.182,32.119,36.701,36.309,33.353,43.96,73.0732,0.0829375123977661
10,10,4,4,0.6,1,280.395,93.358,51.433,72.096,58.274,35.842,38.511,39.307,35.857,50.121,75.5194,0.0108199620246887
10,30,4,4,0.6,1,277.133,94.238,50.817,70.193,61.194,35.005,38.357,38.946,35.485,47.838,74.9206,0.0107632875442505
10,50,4,4,0.6,1,283.051,93.288,49.925,71.407,61.251,33.926,38.428,38.002,34.956,48.365,75.2599,0.0107989454269409
10,None,4,4,0.6,1,274.93,93.11,50.599,72.155,59.401,34.545,38.248,39.27,35.472,49.234,74.6964,0.0108399701118469
30,10,4,4,0.6,1,276.568,93.716,49.173,71.54,57.545,32.537,36.745,36.844,33.047,45.923,73.3638,0.0268982458114624
30,30,4,4,0.6,1,274.684,93.962,49.404,71.727,56.076,33.662,36.584,36.356,33.725,45.931,73.2111,0.0272641539573669
30,50,4,4,0.6,1,276.495,92.146,49.773,70.896,57.68,34.109,37.506,36.923,34.541,45.254,73.5323,0.0269675230979919
30,None,4,4,0.6,1,277.472,93.854,49.595,71.528,60.034,33.228,37.206,36.81,34.92,45.194,73.9841,0.0273222637176514
50,10,4,4,0.6,1,276.669,91.392,48.926,70.691,56.862,32.813,36.985,36.274,33.99,45.304,72.9906,0.0434871888160706
50,30,4,4,0.6,1,277.115,93.574,49.139,72.51,57.58,32.72,36.54,36.335,33.231,44.532,73.3276,0.0436551427841187
50,50,4,4,0.6,1,273.348,93.079,49.007,70.388,56.279,32.19,36.818,36.728,34.026,44.597,72.646,0.0439183378219605
50,None,4,4,0.6,1,276.669,92.872,49.544,73.432,58.61,32.818,36.532,36.182,33.46,44.966,73.5085,0.0443055963516235
100,10,4,4,0.6,1,276.834,92.289,49.158,71.079,56.38,32.529,36.106,36.396,32.887,44.257,72.7915,0.0845090174674988
100,30,4,4,0.6,1,278.19,92.409,48.867,71.048,57.384,32.895,36.633,36.347,33.455,44.305,73.1533,0.0846592402458191
100,50,4,4,0.6,1,277.475,92.709,49.247,70.016,56.327,32.255,36.65,36.395,32.811,44.209,72.8094,0.0855592322349548
100,None,4,4,0.6,1,275.786,92.07,49,70.668,57.479,32.629,36.957,36.566,32.998,44.274,72.8427,0.0864294075965881
10,10,6,4,0.6,1,276.702,93.076,50.559,74.683,56.774,35.404,39.782,38.726,35.076,47.603,74.8385,0.0111871075630188
10,30,6,4,0.6,1,281.728,93.962,50.611,68.569,57.799,34.064,38.712,38.623,33.821,48.319,74.6208,0.0114192676544189
10,50,6,4,0.6,1,278.597,93.621,50.789,71.067,60.7,36.45,38.067,38.169,35.456,48.567,75.1483,0.0112351560592651
10,None,6,4,0.6,1,276.397,94.695,50.886,70.169,61.174,33.972,39.825,38.153,35.712,48.114,74.9097,0.0112072539329529
30,10,6,4,0.6,1,276.342,92.767,49.032,71.173,57.419,33.555,37.029,37.535,33.99,46.306,73.5148,0.0281360530853271
30,30,6,4,0.6,1,278.272,92.963,50.064,70.187,56.445,32.999,36.6,38.099,33.265,45.391,73.4285,0.0281365132331848
30,50,6,4,0.6,1,278.042,92.48,49.525,71.793,55.572,33.141,36.664,36.781,33.141,44.056,73.1195,0.0277672982215881
30,None,6,4,0.6,1,274.22,92.648,48.891,71.198,58.178,33.13,37.34,37.148,33.699,45.33,73.1782,0.0257820010185242
50,10,6,4,0.6,1,276.115,92.493,49.405,71.55,58.107,33.059,36.256,36.38,33.076,44.314,73.0755,0.0407756423950195
50,30,6,4,0.6,1,275.501,93.044,49.237,71.858,56.823,32.5,36.635,37.016,33.984,44.24,73.0838,0.0404844570159912
50,50,6,4,0.6,1,277.212,92.299,49.246,72.488,55.909,32.872,36.65,36.734,33.881,45.838,73.3129,0.041679847240448
50,None,6,4,0.6,1,277.602,92.676,49.453,70.776,56.463,32.219,36.62,36.475,34.061,44.514,73.0859,0.0430588746070862
100,10,6,4,0.6,1,277.154,92.386,49.262,70.453,56.775,32.098,36.42,36.489,33.094,44.891,72.9022,0.0825083661079407
100,30,6,4,0.6,1,278.182,92.263,49.195,71.526,56.932,32.584,36.672,36.194,32.94,45.256,73.1744,0.0826819252967835
100,50,6,4,0.6,1,276.719,92.489,48.982,71.32,55.984,32.549,37.209,36.367,33.023,44.136,72.8778,0.0826249861717224
100,None,6,4,0.6,1,276.901,92.884,49.132,70.608,56.088,32.41,36.293,36.495,33.125,44.555,72.8491,0.0827238726615906
10,10,8,4,0.6,1,271.8,94.87,50.69,70.666,56.019,34.47,38.376,38.607,36.928,47.348,73.9774,0.0108761048316956
10,30,8,4,0.6,1,280.869,92.88,50.271,71.389,61.749,35.319,38.217,38.142,34.598,47.819,75.1253,0.0107570385932922
10,50,8,4,0.6,1,282.479,92.689,50.518,73.402,58.505,35.251,38.935,38.488,35.063,48.484,75.3814,0.0107280683517456
10,None,8,4,0.6,1,272.702,92.729,50.43,70.171,55.277,34.213,38.277,39.682,36.808,46.76,73.7049,0.0110023927688599
30,10,8,4,0.6,1,277.621,92.945,49.24,70.192,58.311,33.298,37.04,36.5,33.349,44.788,73.3284,0.0266795349121094
30,30,8,4,0.6,1,277.77,92.232,49.576,70.781,60.165,33.284,36.537,36.607,34.257,45.476,73.6685,0.0269090223312378
30,50,8,4,0.6,1,276.787,93.189,49.535,71.374,57.278,32.394,36.559,36.761,34.114,45.307,73.3298,0.0269024729728699
30,None,8,4,0.6,1,276.207,92.39,49.792,70.057,59.01,33.347,36.832,36.922,34.257,48.123,73.6937,0.0267899298667908
50,10,8,4,0.6,1,278.001,92.453,49.443,71.689,56.869,32.339,37.112,36.625,33.04,44.362,73.1933,0.0428697681427002
50,30,8,4,0.6,1,276.511,93.126,49.327,71.219,55.073,32.537,36.373,36.537,33.961,44.311,72.8975,0.0428759407997131
50,50,8,4,0.6,1,275.012,93.085,49.375,70.475,56.371,32.599,36.379,36.651,32.881,44.685,72.7513,0.0426332259178162
50,None,8,4,0.6,1,277.854,92.042,49.53,70.127,55.802,32.931,36.925,36.242,33.152,44.368,72.8973,0.0427721500396729
100,10,8,4,0.6,1,276.48,92.35,49.395,71.476,56.462,32.531,36.926,36.344,33.063,44.906,72.9933,0.0827303242683411
100,30,8,4,0.6,1,275.759,92.061,49.43,70.401,56.964,32.361,36.538,36.569,33.567,44.59,72.824,0.0825359702110291
100,50,8,4,0.6,1,274.715,92.033,49.368,71.165,56.35,32.513,36.788,36.123,33.212,44.129,72.6396,0.0826859974861145
100,None,8,4,0.6,1,276.829,92.024,49.138,70.542,57.867,32.685,36.531,36.153,32.975,43.782,72.8526,0.0829543995857239
10,10,2,8,0.6,1,284.987,106.526,55.574,78.68,64.716,43.318,45.779,46.815,44.258,52.93,82.3583,0.0104816150665283
10,30,2,8,0.6,1,287.759,106.925,55.693,80.54,64.27,42.419,47.273,46.072,42.486,50.958,82.4395,0.0104583883285522
10,50,2,8,0.6,1,283.391,106.241,55.047,81.688,66.095,42.483,46.215,45.937,40.828,49.049,81.6974,0.0106933355331421
10,None,2,8,0.6,1,282.22,105.066,56.006,79.577,68.606,44.099,46.925,44.963,40.289,51.799,81.955,0.0104660415649414
30,10,2,8,0.6,1,281.658,105.502,54.961,78.641,63.308,41.109,44.31,42.176,41.027,49.788,80.248,0.0260563611984253
30,30,2,8,0.6,1,280.607,105.95,54.894,80.042,61.651,42.192,44.501,43.419,39.936,48.2,80.1392,0.0260641503334045
30,50,2,8,0.6,1,284.326,106.387,54.858,79.494,62.375,41.478,44.917,42.958,41.177,48.625,80.6595,0.0262340307235718
30,None,2,8,0.6,1,283.138,105.912,54.557,79.655,62.876,41.981,44.729,43.039,40.89,47.976,80.4753,0.0263481974601746
50,10,2,8,0.6,1,283.693,106.067,55.201,79.131,61.095,41.575,43.493,42.082,40.57,46.953,79.986,0.0418159937858582
50,30,2,8,0.6,1,282.84,105.866,54.87,80.018,62.511,41.355,43.83,42.375,40.785,48.744,80.3194,0.0427779841423035
50,50,2,8,0.6,1,283.147,107.387,54.411,79.258,63.676,41.838,43.754,42.215,40.299,47.926,80.3911,0.0426255035400391
50,None,2,8,0.6,1,282.016,106.179,54.516,79.061,63.897,41.346,44.004,42.766,40.752,48.253,80.279,0.043317277431488
100,10,2,8,0.6,1,281.919,105.405,54.243,79.112,62.956,41.256,44.37,42.743,40.29,47.405,79.9699,0.0836008477210999
100,30,2,8,0.6,1,285.01,105.869,54.296,78.803,61.237,41.115,44.098,42.532,40.23,47.709,80.0899,0.0813383793830872
100,50,2,8,0.6,1,282.151,105.415,54.628,79.111,62.126,41.654,43.853,42.284,40.518,47.766,79.9506,0.0766592264175415
100,None,2,8,0.6,1,281.225,105.99,54.301,79.913,61.955,41.687,43.902,42.219,40.566,47.383,79.9141,0.0790039086341858
10,10,4,8,0.6,1,284.79,105.117,56.297,83.419,67.349,44.18,46.937,44.584,40.965,52.571,82.6209,0.0105250859260559
10,30,4,8,0.6,1,279.228,107.11,55.223,79.26,63.519,44.204,45.453,45.375,41.422,51.605,81.2399,0.0106618094444275
10,50,4,8,0.6,1,286.906,108.682,55.977,80.599,65.914,43.34,44.695,43.875,42.05,52.148,82.4186,0.0104479336738586
10,None,4,8,0.6,1,280.344,107.284,55.402,81.219,64.322,42.545,46.521,44.339,41.86,51.373,81.5209,0.0105392599105835
30,10,4,8,0.6,1,278.874,104.327,54.776,79.543,62.75,41.659,44.321,43.208,40.498,47.502,79.7458,0.0260670590400696
30,30,4,8,0.6,1,281.263,105.583,54.386,78.714,62.857,42.002,45.125,43.909,39.673,49.672,80.3184,0.0261039590835571
30,50,4,8,0.6,1,282.287,106.272,54.686,79.428,62.173,42.402,43.55,43.477,40.712,48.239,80.3226,0.0258664393424988
30,None,4,8,0.6,1,280.95,106.076,54.612,78.205,62.649,41.567,44.746,43.074,41.431,49.135,80.2445,0.0261261439323425
50,10,4,8,0.6,1,281.403,105.289,54.544,78.852,62.423,42.396,44.445,42.41,40.357,48.06,80.0179,0.0413827848434448
50,30,4,8,0.6,1,282.456,105.608,55.107,80.665,61.825,41.893,44.786,43.054,39.847,47.521,80.2762,0.0412935185432434
50,50,4,8,0.6,1,280.881,106.012,54.305,77.975,62.847,41.244,44.636,42.581,40.098,49.101,79.968,0.0415281915664673
50,None,4,8,0.6,1,282.232,105.084,54.505,79.052,63.375,40.922,44.284,42.764,40.532,48.087,80.0837,0.0416972398757935
100,10,4,8,0.6,1,282.574,106.251,54.372,79.199,61.654,41.096,44.011,42.604,40.043,47.138,79.8942,0.0796487188339233
100,30,4,8,0.6,1,281.493,105.341,54.444,78.697,61.647,41.376,43.831,42.048,40.628,47.592,79.7097,0.0799843907356262
100,50,4,8,0.6,1,281.967,105.153,54.315,78.117,62.892,41.932,44.168,42.105,40.691,47.522,79.8862,0.0800173187255859
100,None,4,8,0.6,1,283.363,106.06,54.128,78.342,61.413,41.534,43.498,42.359,39.837,47.435,79.7969,0.0801242256164551
10,10,6,8,0.6,1,279.685,107.246,56.505,81.045,65.077,43.882,46.525,45.043,41.61,53.849,82.0467,0.0106629228591919
10,30,6,8,0.6,1,287.91,107.223,55.426,79.834,68.455,43.697,44.747,45.907,43.381,50.924,82.7504,0.0104288005828857
10,50,6,8,0.6,1,284.336,104.552,55.955,77.912,59.967,42.588,46.008,46.586,42.409,51.861,81.2174,0.0104495191574097
10,None,6,8,0.6,1,280.771,105.887,55.471,81.191,66.177,42.852,45.578,44.256,41.927,50.771,81.4881,0.0107057571411133
30,10,6,8,0.6,1,285.5,105.598,54.79,79.148,62.877,42.314,44.834,42.714,41.164,48.291,80.723,0.0257506227493286
30,30,6,8,0.6,1,281.881,105.606,54.558,80.819,66.58,41.707,45.112,43.026,40.27,49.202,80.8761,0.0257984066009521
30,50,6,8,0.6,1,277.55,105.982,54.517,81.133,63.845,41.531,45.703,43.099,40.578,47.651,80.1589,0.026122612953186
30,None,6,8,0.6,1,283.047,106.499,54.321,78.785,62.504,42.392,45.092,42.051,39.978,47.684,80.2353,0.0261710071563721
50,10,6,8,0.6,1,282.174,104.994,54.499,79.511,62.764,41.728,44.603,42.739,41.033,48.59,80.2635,0.0420020341873169
50,30,6,8,0.6,1,282.136,106.847,54.113,79.66,62.142,41.927,44.624,42.779,40.471,48.937,80.3636,0.0422352719306946
50,50,6,8,0.6,1,281.311,105.103,54.644,79.288,63.688,41.901,44.111,42.708,40.121,47.351,80.0226,0.0419718718528748
50,None,6,8,0.6,1,282.884,106.176,55.01,78.442,63.993,41.581,44.401,41.982,40.72,48.136,80.3325,0.0424867701530457
100,10,6,8,0.6,1,282.457,106.651,53.941,79.649,61.401,41.102,44,41.932,40.708,47.49,79.9331,0.0814319109916687
100,30,6,8,0.6,1,281.48,105.539,54.191,79.638,62.575,41.649,43.964,41.77,40.273,47.546,79.8625,0.081185417175293
100,50,6,8,0.6,1,282.91,105.323,54.433,78.173,61.516,41.197,44.147,42.565,40.159,48.134,79.8557,0.0815087652206421
100,None,6,8,0.6,1,281.101,105.651,54.102,78.254,60.739,41.407,44.084,42.529,40.238,47.853,79.5958,0.0826231575012207
10,10,8,8,0.6,1,283.165,106.439,56.291,78.178,65.281,44.507,47.391,45.412,42.859,52.893,82.2416,0.0107996845245361
10,30,8,8,0.6,1,283.14,107.644,55.097,77.848,65.641,43.231,46.125,44.532,41.927,52.814,81.7999,0.0107697010040283
10,50,8,8,0.6,1,285.454,107.204,56.164,81.581,64.992,43.516,46.99,45.266,42.762,52.241,82.617,0.0109572434425354
10,None,8,8,0.6,1,283.516,106.233,55.361,79.81,61.402,42.549,45.231,45.616,43.787,48.459,81.1964,0.0107899212837219
30,10,8,8,0.6,1,282.287,106.936,54.82,81.699,64.342,41.566,44.655,42.629,40.469,51.085,81.0488,0.0268262934684753
30,30,8,8,0.6,1,283.509,105.818,54.905,79.575,62.731,41.751,44.296,42.496,41.169,48.227,80.4477,0.0266473603248596
30,50,8,8,0.6,1,278.974,105.719,54.952,80.634,61.223,41.434,43.967,42.473,41.715,49.002,80.0093,0.0269185662269592
30,None,8,8,0.6,1,281.656,106.856,54.822,78.522,64.96,42.271,43.413,43.635,41.138,48.577,80.585,0.0270763969421387
50,10,8,8,0.6,1,281.712,106.099,54.518,79.429,62.969,41.488,43.789,42.832,40.563,49.38,80.2779,0.0427832555770874
50,30,8,8,0.6,1,282.773,104.992,54.92,79.151,62.378,42.464,44.533,43.287,39.842,47.616,80.1956,0.0429976677894592
50,50,8,8,0.6,1,282.438,106.234,54.407,79.911,60.673,41.589,44.208,42.154,40.334,47.241,79.9189,0.042875509262085
50,None,8,8,0.6,1,284.001,104.689,54.877,78.387,61.986,41.344,44.487,42.88,41.267,47.526,80.1444,0.0431729555130005
100,10,8,8,0.6,1,282.018,105.622,54.294,79.865,62.898,41.568,44.196,41.92,40.033,47.568,79.9982,0.0833411359786987
100,30,8,8,0.6,1,280.785,105.201,54.55,79.331,63.02,41.86,43.863,42.252,40.1,47.485,79.8447,0.0832624506950378
100,50,8,8,0.6,1,283.352,105.172,54.182,79.027,62.751,41.155,43.642,42.508,40.502,47.519,79.981,0.0827118611335754
100,None,8,8,0.6,1,282.454,106.147,54.144,79.166,62.159,40.638,44.384,42.343,40.318,47.664,79.9417,0.0769243788719177
10,10,2,1,0.8,1,269.539,82.457,43.22,57.945,50.866,32.497,31.624,32.661,30.937,45.828,67.7574,0.0106000900268555
10,30,2,1,0.8,1,264.123,76.709,43.83,56.353,51.768,33.541,31.794,33.307,31.437,46.039,66.8901,0.0109390926361084
10,50,2,1,0.8,1,275.716,79.267,42.815,56.624,50.314,30.6,30.947,33.087,32.134,43.792,67.5296,0.0106617283821106
10,None,2,1,0.8,1,276.068,80.023,44.264,56.109,51.944,31.627,32.435,34.487,31.917,44.219,68.3093,0.010670268535614
30,10,2,1,0.8,1,273.797,79.014,41.828,56.351,49.225,31.106,30.142,31.868,30.458,39.44,66.3229,0.0264488458633423
30,30,2,1,0.8,1,271.793,78.931,42.585,56.788,48.193,30.511,30.303,31.997,29.971,40.568,66.164,0.0277136445045471
30,50,2,1,0.8,1,274.374,79.74,42.153,56.868,49.54,30.209,30.05,31.244,30.184,40.55,66.4912,0.0277618741989136
30,None,2,1,0.8,1,269.541,79.381,42.119,57.86,48.552,30.661,29.355,31.771,30.089,41.146,66.0475,0.0281380581855774
50,10,2,1,0.8,1,273.524,79.203,42.194,56.263,47.969,30.456,29.759,31.441,30.126,39.297,66.0232,0.0446406483650208
50,30,2,1,0.8,1,271.485,78.256,41.406,57.598,48.379,30.263,29.462,31.241,30.257,40.363,65.871,0.0445043015480042
50,50,2,1,0.8,1,273.071,78.97,42.294,56.873,48.021,30,29.807,31.429,29.456,39.771,65.9692,0.0447565007209778
50,None,2,1,0.8,1,273.447,78.351,42.336,56.409,48.765,30.518,29.441,31.123,30.138,39.715,66.0243,0.0449180102348328
100,10,2,1,0.8,1,273.336,79.247,41.926,56.908,47.92,29.964,29.328,31.151,29.756,38.297,65.7833,0.0861599230766296
100,30,2,1,0.8,1,271.897,78.494,42.004,57.337,48.124,29.909,29.511,30.998,29.757,40.105,65.8136,0.0864650082588196
100,50,2,1,0.8,1,272.519,78.242,42.122,56.548,48.145,29.715,29.384,30.815,29.76,40.656,65.7906,0.0862209177017212
100,None,2,1,0.8,1,272.825,78.341,42.03,56.168,46.988,29.984,29.172,30.802,29.521,39.087,65.4918,0.0864664196968079
10,10,4,1,0.8,1,277.513,83.387,44.283,58.446,52.984,32.293,34.509,35.104,32.477,44.472,69.5468,0.0110188341140747
10,30,4,1,0.8,1,269.621,79.899,43.701,58.172,51.212,32.84,33.306,34.239,32.067,43.297,67.8354,0.0112432432174683
10,50,4,1,0.8,1,271.133,83.4,45.114,59.56,51.318,32.64,33.666,34.551,31.792,41.906,68.508,0.0109860038757324
10,None,4,1,0.8,1,273.282,80.49,44.395,58.294,54.127,32.721,34.893,34.24,32.681,43.875,68.8998,0.011056125164032
30,10,4,1,0.8,1,273.541,79.928,43.697,58.596,50.33,31.615,32.101,32.322,30.728,41.839,67.4697,0.0278338551521301
30,30,4,1,0.8,1,274.821,80.554,43.998,58.941,49.487,31.036,32.288,32.681,30.941,41.628,67.6375,0.0278204607963562
30,50,4,1,0.8,1,273.999,79.962,43.947,59.79,50.556,31.21,31.648,32.563,31.258,41.363,67.6296,0.0276546001434326
30,None,4,1,0.8,1,274.704,80.398,44.233,58.009,50.962,30.596,31.761,32.403,30.772,40.992,67.483,0.0280373048782349
50,10,4,1,0.8,1,271.094,79.894,43.985,57.992,49.462,31.054,31.412,32.191,30.415,40.023,66.7522,0.0444961977005005
50,30,4,1,0.8,1,271.533,79.487,43.679,58.154,49.332,29.888,31.187,32.473,30.499,41.515,66.7747,0.0445150709152222
50,50,4,1,0.8,1,275.026,79.822,43.187,58.796,49.274,30.693,31.077,32.132,30.117,39.21,66.9334,0.0446862745285034
50,None,4,1,0.8,1,270.159,79.207,43.843,58.125,50.933,31.255,31.657,32.409,30.169,40.482,66.8239,0.0447469305992126
100,10,4,1,0.8,1,270.533,80.567,43.249,59.305,49.786,30.603,30.978,32.013,29.956,39.699,66.6689,0.0860488724708557
100,30,4,1,0.8,1,272.582,79.596,43.38,58.19,49.56,30.506,31.009,32.197,30.162,39.503,66.6685,0.0863875913619995
100,50,4,1,0.8,1,273.668,79.87,43.241,58.263,49.978,30.483,30.996,32.408,30.28,39.502,66.8689,0.0862918519973755
100,None,4,1,0.8,1,273.188,79.495,43.514,58.9,49.777,30.69,31.122,31.864,29.923,39.975,66.8448,0.0864434790611267
10,10,6,1,0.8,1,271.688,85.109,46.15,63.022,54.766,33.494,34.269,36.727,33.393,46.786,70.5404,0.0111814451217651
10,30,6,1,0.8,1,272.063,84.018,45.598,60.551,50.513,33.939,34.684,34.608,33.574,45.474,69.5022,0.0109710812568665
10,50,6,1,0.8,1,270.5,84.346,45.709,62.475,55.04,32.501,35.033,36.28,33.489,43.616,69.8989,0.0109618496894836
10,None,6,1,0.8,1,276.213,83.876,46.654,62.507,54.327,33.507,34.776,36.41,34.218,43.746,70.6234,0.0111789631843567
30,10,6,1,0.8,1,275.413,82.807,45.406,60.561,52.161,31.596,32.781,34.498,31.923,42.225,68.9371,0.0273417925834656
30,30,6,1,0.8,1,275.649,83.065,45.606,60.398,52.054,31.508,33.242,34.245,31.309,42.057,68.9133,0.0276330471038818
30,50,6,1,0.8,1,275.424,84.907,45.789,60.303,50.884,31.776,32.826,34.238,32.048,41.202,68.9397,0.0276127529144287
30,None,6,1,0.8,1,270.007,81.35,45.89,61.845,52.917,32.152,33.159,33.471,30.865,41.19,68.2846,0.0274993085861206
50,10,6,1,0.8,1,273.409,83.038,44.764,60.819,51.2,31.214,32.809,34.077,31.645,42.331,68.5306,0.0440677189826965
50,30,6,1,0.8,1,273.045,82.907,45.139,61.768,52.066,31.325,32.861,33.93,31.184,41.474,68.5699,0.0440177583694458
50,50,6,1,0.8,1,271.289,82.771,44.917,61.603,50.822,31.298,32.717,33.312,31.165,42.445,68.2339,0.0439156985282898
50,None,6,1,0.8,1,275.535,82.361,45.203,61.91,51.372,31.457,33.149,33.602,31.584,42.462,68.8635,0.0441826319694519
100,10,6,1,0.8,1,273.151,82.518,45.15,60.773,50.932,31.378,32.474,33.775,31.239,41.514,68.2904,0.0850429821014404
100,30,6,1,0.8,1,272.549,82.705,44.931,60.269,51.17,31.301,32.766,33.558,30.845,41.681,68.1775,0.0849444580078125
